date,min,max,median,q1,q3,stdev,count,station,latitude,longitude
2019-12-13,15.16,255.77,34.53,21.03,98.56,83.694,193,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-14,6.75,70.45,25.34,14.08,47.86,18.561,175,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-15,32.54,769.79,155.93,96.87,478.88,221.718,572,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-16,91.95,715.28,249.69,172.01,434.3,154.865,254,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-17,449.32,528.61,467.33,462.62,501.06,22.608,51,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-18,12.96,299.75,50.86,27.37,101.9,49.952,396,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-19,3.9,224.77,85.44,64.34,117.3,36.985,527,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-20,4.73,156.8,28.54,13.84,59.58,31.835,309,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-22,13.5,358.56,79.64,30.32,222.35,108.883,503,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-23,31.38,499.2,125.07,77.48,277.91,123.418,567,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-24,75.73,756.86,275.39,156.03,511.54,182.946,461,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-26,38.35,588.0,181.11,131.13,255.19,116.785,494,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-27,11.35,511.08,94.03,50.92,165.08,99.465,570,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-28,21.32,639.95,125.28,60.14,287.72,168.886,520,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-29,23.74,493.98,124.98,69.19,240.56,121.827,585,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-30,23.17,281.52,112.74,86.79,168.76,55.891,580,Кара-Балтинская,42.8852634775,74.55434883468
2019-12-31,14.89,706.12,159.43,118.67,304.74,140.15,573,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-01,26.05,566.77,140.02,75.34,266.12,116.423,578,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-02,21.9,716.97,230.77,77.0,383.83,194.782,557,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-03,57.47,385.64,126.4,94.56,259.81,111.655,137,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-06,28.42,363.8,82.48,64.06,177.36,78.624,412,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-07,15.13,91.99,35.79,24.84,58.13,20.952,506,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-08,11.75,114.19,32.24,21.81,54.54,19.65,503,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-09,30.72,350.99,124.0,52.9,226.93,90.359,485,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-10,24.96,850.08,264.51,147.49,447.23,186.183,420,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-11,20.73,454.24,92.67,65.84,199.07,93.225,528,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-12,52.75,487.98,106.6,72.73,165.4,115.286,146,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-13,26.26,91.92,40.67,34.36,54.33,14.473,346,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-14,24.1,268.48,97.48,62.44,153.88,60.638,434,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-15,25.88,256.11,81.03,57.46,138.97,52.74,457,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-16,12.38,84.97,32.31,24.59,45.58,17.506,474,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-17,45.72,554.66,152.07,89.37,343.29,151.085,464,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-18,19.48,737.52,237.3,117.82,468.02,199.475,494,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-19,20.5,612.32,155.36,77.81,277.41,122.58,465,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-20,19.12,594.79,106.75,44.72,287.05,171.212,360,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-21,22.16,550.54,92.52,54.65,294.74,138.066,440,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-22,84.25,122.78,92.46,89.49,106.1,10.414,16,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-24,6.39,284.95,25.82,17.88,63.44,70.368,258,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-25,12.39,523.95,54.11,26.27,145.41,126.022,161,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-26,42.76,112.74,99.55,60.61,104.46,24.926,14,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-27,8.91,352.05,42.65,19.11,99.32,89.052,234,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-28,11.64,468.72,79.59,49.42,127.6,80.773,263,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-29,42.02,735.44,174.42,84.09,418.58,194.164,288,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-30,31.44,605.62,256.63,176.32,406.16,138.814,290,Кара-Балтинская,42.8852634775,74.55434883468
2020-01-31,40.74,680.66,251.1,120.41,290.52,143.912,285,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-01,20.72,612.74,96.54,52.72,322.66,151.352,153,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-02,32.53,66.34,49.44,32.53,66.34,16.91,2,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-03,12.89,247.87,42.66,25.08,134.6,69.538,290,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-04,11.17,436.4,77.09,35.33,174.44,116.051,247,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-05,13.22,305.92,70.51,32.34,134.72,77.489,210,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-06,13.88,533.41,38.29,20.58,81.34,122.258,174,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-07,21.33,346.86,112.12,57.82,226.85,93.557,183,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-08,7.0,250.56,52.15,28.73,111.83,53.826,105,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-09,7.85,306.0,23.39,16.11,53.06,43.404,352,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-10,4.12,47.68,13.61,9.52,18.85,7.447,335,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-11,11.48,231.94,76.29,53.54,132.69,52.292,355,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-12,42.24,252.82,84.31,69.31,104.54,37.683,254,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-13,19.16,196.39,54.72,38.59,90.58,34.512,334,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-14,9.14,644.19,57.84,19.38,126.97,131.455,254,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-15,24.55,97.74,48.63,30.8,56.7,18.79,76,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-17,19.64,380.72,71.88,40.52,124.65,73.696,309,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-18,8.56,85.81,34.13,23.74,43.96,17.107,300,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-19,16.71,289.85,80.22,34.95,196.99,87.292,438,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-20,45.0,341.54,91.7,62.51,143.32,63.764,303,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-21,13.85,419.04,119.78,70.15,189.87,83.972,349,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-22,9.77,81.31,22.13,17.27,31.06,12.882,408,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-23,14.06,104.82,24.66,17.29,38.97,24.486,99,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-24,30.22,266.55,70.59,47.91,138.97,54.824,496,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-25,6.89,338.99,49.62,14.12,80.04,80.774,375,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-26,5.38,138.44,14.17,8.65,30.59,33.825,334,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-27,2.74,72.44,24.66,13.51,33.89,13.18,391,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-28,21.36,381.83,52.96,32.84,155.49,94.779,521,Кара-Балтинская,42.8852634775,74.55434883468
2020-02-29,26.31,483.44,92.2,56.9,172.7,79.084,574,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-01,5.18,327.68,43.66,15.98,87.0,55.119,572,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-02,6.32,240.26,25.52,12.16,43.18,42.86,422,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-03,9.52,46.84,22.34,17.85,28.83,8.229,315,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-04,13.24,334.14,34.15,23.48,104.18,96.961,409,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-05,17.79,158.96,49.35,27.95,73.44,33.801,395,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-06,15.01,98.4,34.67,28.21,40.72,10.979,303,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-08,13.43,353.01,45.56,31.33,174.48,80.123,503,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-09,14.95,236.83,32.95,25.06,55.8,55.461,381,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-10,18.79,448.88,68.44,32.5,113.23,75.284,473,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-11,22.58,334.56,94.58,37.53,181.67,88.855,521,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-12,9.61,306.08,45.2,32.2,160.56,70.558,301,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-13,15.74,370.14,26.32,21.48,49.92,50.732,400,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-14,10.96,265.02,26.14,17.14,46.93,45.492,203,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-15,14.08,213.46,51.55,27.58,70.62,34.687,290,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-16,7.56,356.45,19.38,13.68,40.58,52.522,522,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-17,7.54,87.25,19.89,11.2,35.39,19.574,581,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-18,8.24,226.86,23.96,12.01,54.1,31.665,504,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-19,10.06,113.92,20.23,15.43,26.28,17.664,522,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-20,8.23,38.15,25.66,11.7,28.37,8.09,172,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-21,6.48,166.28,17.45,11.13,26.22,17.873,329,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-22,4.09,32.42,9.73,7.43,12.57,4.489,471,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-23,5.57,25.62,12.45,8.36,18.96,5.61,159,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-24,6.8,23.06,13.99,12.63,15.37,3.644,128,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-25,7.71,75.0,16.55,9.89,26.38,13.091,381,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-26,8.98,319.35,110.52,15.07,187.91,96.557,368,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-27,27.36,141.44,81.79,70.73,118.98,29.72,25,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-29,6.94,356.62,41.41,13.23,81.44,58.023,312,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-30,74.94,208.14,111.73,105.4,133.36,21.693,134,Кара-Балтинская,42.8852634775,74.55434883468
2020-03-31,28.38,51.83,35.95,30.42,37.32,5.85,21,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-01,10.45,36.42,17.14,15.73,18.38,4.246,30,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-02,2.4,173.3,31.06,8.25,80.65,43.925,329,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-03,1.55,146.44,37.6,8.27,50.41,23.521,303,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-04,2.37,276.88,8.76,4.32,16.98,41.131,530,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-05,3.26,90.95,6.58,5.75,8.76,20.123,534,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-06,4.46,222.24,21.67,7.45,63.55,38.795,452,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-07,5.15,48.45,16.63,11.65,30.38,10.947,262,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-08,4.93,12.26,9.19,7.11,10.26,1.868,52,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-09,5.38,36.47,26.71,12.05,33.34,10.721,38,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-10,6.96,236.99,47.9,14.27,79.56,47.66,322,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-11,6.41,46.98,30.16,19.89,37.15,10.403,153,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-12,3.36,12.88,6.54,4.18,7.95,2.366,52,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-14,3.0,28.78,12.6,8.59,18.12,5.934,363,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-15,3.7,213.84,28.21,6.35,90.75,47.571,482,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-16,130.91,240.1,177.48,152.55,212.47,32.403,21,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-18,2.17,114.68,13.68,3.26,23.02,22.529,380,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-19,2.39,46.71,10.52,4.63,15.27,7.782,513,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-20,2.66,81.22,8.25,4.63,14.28,13.285,428,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-21,4.08,39.72,6.26,5.04,12.96,6.843,123,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-22,3.19,43.34,4.69,4.2,9.75,7.544,277,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-23,6.18,55.18,13.42,10.48,18.69,9.192,276,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-24,2.9,21.27,7.13,5.48,8.69,3.415,482,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-25,6.07,309.62,10.49,9.11,47.84,28.04,510,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-26,5.29,87.28,30.78,18.0,49.78,20.266,563,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-27,4.7,53.12,10.62,8.27,16.42,9.988,447,Кара-Балтинская,42.8852634775,74.55434883468
2020-04-30,1.58,25.71,7.21,4.49,10.21,5.214,360,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-01,3.33,77.94,21.78,16.67,29.94,14.613,332,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-02,15.68,23.52,19.19,18.19,21.52,2.055,35,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-03,3.46,7.05,4.28,4.0,5.74,0.99,78,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-04,1.6,57.96,10.26,3.14,15.52,11.488,417,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-05,3.41,64.72,10.85,8.02,19.0,10.51,462,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-06,2.71,66.77,4.38,3.67,5.7,20.537,236,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-07,3.67,63.44,8.53,7.05,10.53,10.068,269,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-08,2.5,27.16,4.93,3.78,7.39,4.1,349,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-09,2.33,98.75,11.11,6.57,17.48,19.08,304,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-10,9.22,74.2,29.9,14.65,44.99,18.725,55,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-11,2.52,8.8,4.36,3.72,5.35,1.307,218,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-12,2.29,71.02,8.36,5.65,10.9,9.068,315,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-13,2.64,56.09,8.4,5.53,18.79,9.951,343,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-14,0.48,48.81,4.8,3.0,7.05,5.142,459,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-15,1.03,46.15,3.58,1.8,13.3,9.387,529,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-16,3.71,214.94,6.36,5.2,14.04,41.721,327,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-17,2.35,35.08,8.74,6.05,12.86,5.778,544,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-18,1.5,76.98,6.73,3.38,12.2,9.453,414,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-19,3.0,208.52,12.36,8.5,43.41,28.305,491,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-20,2.11,67.47,7.7,3.47,24.03,15.872,545,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-21,2.2,109.01,5.81,3.25,10.38,10.918,431,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-22,1.8,15.26,5.5,3.67,7.31,2.774,205,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-24,2.29,210.85,15.08,9.07,37.79,29.923,306,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-25,2.27,45.0,12.45,8.1,20.27,9.628,549,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-26,4.09,22.35,13.24,7.49,15.9,4.895,156,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-27,2.47,23.35,6.63,5.47,8.55,3.447,150,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-28,2.75,428.77,17.52,5.21,30.14,32.964,473,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-29,4.45,95.95,12.18,9.32,24.98,14.545,543,Кара-Балтинская,42.8852634775,74.55434883468
2020-05-30,3.42,67.12,13.85,5.47,23.9,13.504,159,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-01,3.12,53.15,7.57,5.04,18.03,8.759,305,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-02,2.33,101.65,8.65,6.32,11.93,12.626,515,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-03,3.23,13.13,5.72,5.09,6.6,1.43,150,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-04,2.87,12.57,4.94,3.94,5.89,1.501,132,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-05,4.32,96.03,7.04,5.87,8.81,13.973,328,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-06,3.03,6.22,3.95,3.55,4.59,0.744,91,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-08,4.8,16.75,7.78,6.24,10.27,2.778,140,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-09,2.12,54.8,8.93,5.07,12.7,6.241,327,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-10,2.04,44.72,7.65,4.45,11.55,6.339,512,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-11,1.8,6.9,3.49,2.67,4.72,1.344,150,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-12,1.5,9.25,3.25,2.5,4.62,1.614,162,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-13,1.7,393.33,5.62,2.9,9.75,47.979,480,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-14,2.45,154.9,6.23,3.7,8.39,18.789,316,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-15,2.37,235.77,4.63,3.7,6.03,21.422,234,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-17,3.05,30.88,6.0,4.88,9.6,4.168,445,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-18,2.7,156.25,7.05,3.92,15.48,16.367,435,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-19,2.54,14.43,3.63,3.2,5.45,1.709,146,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-21,1.67,249.15,8.88,3.95,15.3,22.505,515,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-22,3.1,200.23,8.44,6.49,14.86,21.499,485,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-23,2.02,48.17,5.55,4.4,10.94,6.35,241,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-24,2.15,146.47,6.87,3.47,11.38,18.051,491,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-25,1.6,410.48,5.79,3.56,10.16,51.978,564,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-26,2.43,26.02,4.55,3.34,5.67,3.91,124,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-27,5.53,17.52,9.72,7.95,11.2,2.356,70,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-29,2.97,2.97,2.97,2.97,2.97,0.0,1,Кара-Балтинская,42.8852634775,74.55434883468
2020-06-30,2.1,117.35,4.01,3.4,6.05,24.436,252,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-01,4.59,18.73,6.5,5.8,8.19,2.696,133,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-02,2.78,33.15,7.4,4.7,14.8,6.666,230,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-03,1.62,16.39,3.33,2.61,5.29,2.924,173,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-04,0.98,113.03,4.15,2.33,13.8,14.36,475,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-05,2.47,50.58,8.88,4.91,12.53,6.653,333,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-06,1.92,34.63,4.87,3.82,7.03,5.397,205,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-08,2.27,41.33,8.89,4.29,18.09,9.61,272,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-09,5.47,10.4,7.35,6.57,8.32,1.27,36,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-11,2.37,18.8,4.61,3.71,6.04,2.223,320,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-12,2.72,17.95,6.9,4.8,10.68,3.574,398,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-13,4.37,90.7,13.13,6.97,18.3,10.597,398,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-14,3.85,38.13,11.7,7.57,15.07,5.814,439,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-15,3.85,62.25,14.65,5.85,22.08,10.868,331,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-16,3.62,54.97,7.29,5.4,11.7,8.188,250,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-17,2.97,23.87,5.93,4.59,8.19,2.722,485,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-18,1.9,56.8,5.57,4.07,9.8,7.593,439,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-19,3.0,15.43,5.09,4.21,6.84,2.318,156,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-20,2.1,13.55,4.09,3.39,5.4,1.887,168,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-21,2.02,11.75,3.9,3.39,4.96,1.429,245,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-22,2.87,12.45,4.53,3.96,5.54,2.127,116,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-23,5.05,24.5,8.9,6.87,11.05,4.627,99,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-24,3.72,107.43,6.56,5.6,9.3,16.29,382,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-25,5.55,59.53,10.94,9.13,13.35,10.167,82,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-26,2.83,34.33,10.25,6.75,15.65,7.284,443,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-27,0.85,20.3,2.8,1.87,6.9,3.865,118,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-28,3.3,4.62,3.79,3.57,3.97,0.327,20,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-30,2.0,38.75,9.34,3.37,12.73,7.709,318,Кара-Балтинская,42.8852634775,74.55434883468
2020-07-31,2.29,60.83,8.63,5.25,16.85,7.999,371,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-01,1.73,77.06,5.68,4.09,10.6,10.574,382,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-02,1.77,36.92,4.78,3.07,6.25,4.114,356,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-03,1.95,19.32,5.43,2.62,8.94,4.24,126,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-04,3.83,99.13,7.0,5.85,11.48,17.403,206,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-05,2.5,176.25,6.7,4.84,9.18,18.142,339,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-06,2.7,29.17,5.5,3.55,8.35,4.716,159,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-07,3.9,77.97,13.05,6.89,20.5,13.02,357,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-08,3.67,17.14,8.07,6.59,9.55,2.425,205,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-10,3.33,9.07,4.65,4.0,5.6,1.336,88,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-11,2.6,70.97,6.53,5.47,8.02,4.641,375,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-12,4.03,34.17,7.78,6.6,8.65,3.127,122,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-13,4.15,13.45,6.55,5.65,7.15,1.292,126,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-14,2.29,8.13,3.85,3.28,5.26,1.343,65,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-15,2.29,335.38,8.94,3.96,13.08,36.55,405,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-16,4.07,46.7,10.68,7.48,15.45,8.448,84,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-17,2.6,429.52,6.95,5.28,18.73,32.936,351,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-18,2.72,14.48,5.4,4.09,7.57,2.77,186,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-19,2.35,11.8,4.03,3.5,5.35,2.133,105,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-20,2.42,166.82,7.42,4.34,11.07,22.935,418,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-21,2.02,214.23,8.19,3.65,13.95,22.992,391,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-22,3.37,47.05,5.4,4.37,18.3,8.877,234,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-23,3.28,39.04,5.85,4.53,8.23,5.957,190,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-24,5.78,22.37,10.42,8.86,11.84,2.94,164,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-25,8.94,24.0,12.12,11.0,13.45,2.201,186,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-26,4.2,51.67,7.55,5.96,14.48,10.91,181,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-27,3.83,109.25,15.35,10.44,20.44,12.229,464,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-28,2.8,79.12,10.25,4.87,16.57,13.71,387,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-29,3.33,20.95,5.03,4.32,10.63,3.932,152,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-30,3.4,175.82,11.7,6.28,16.37,19.336,355,Кара-Балтинская,42.8852634775,74.55434883468
2020-08-31,4.9,24.33,8.53,7.2,10.73,3.49,410,Кара-Балтинская,42.8852634775,74.55434883468
2020-09-01,3.37,46.55,10.6,8.77,13.15,6.99,303,Кара-Балтинская,42.8852634775,74.55434883468
2020-10-09,4.22,167.1,36.56,6.69,99.73,47.166,288,Кара-Балтинская,42.8852634775,74.55434883468
2020-10-10,5.95,324.85,22.17,10.95,45.12,52.029,418,Кара-Балтинская,42.8852634775,74.55434883468
2020-10-11,23.15,61.0,39.22,36.14,43.6,6.208,101,Кара-Балтинская,42.8852634775,74.55434883468
